index,title,q,a
50,"'염치 불고하고', '염치 불구하고'의 표현",'염치 불고'와 '염치 불구' 중 어느 것이 바른 표현인가요?,"'염치 불고'가 바른 표현입니다. '불구'는 '얽매여 꺼리끼지 아니하다'를 뜻하는 동사 '불구하다'의 어근이고, '불고'는 '돌아보지 아니함'을 뜻하는 명사인데, '체면을 차릴 줄 알며 부끄러움을 아는 마음'을 뜻하는 '염치'는 의미적으로 '돌아보지 아니함'을 뜻하는 '불고'와 더 자연스럽게 어울립니다."
51,'엷다'와 '얇다'의 차이,'엷다'와 '얇다'의 차이가 뭔가요?,"먼저, 큰말 작은말 관계로 어감 차이가 있습니다. '엷다'의 '빛깔이 진하지 아니하다', '두께가 적다'의 뜻과 '얇다'의 '두께가 두껍지 아니하다', '빛깔이 연하다'의 뜻은 큰말과 작은말로서의 어감의 차이를 나타낼 뿐입니다. 그 밖에 '엷다'에는 '밀도가 빽빽하지 아니하다', '말이나 행동 따위가 깊지 아니하고 가볍다', '지나치게 드러냄이 없이 있는 듯 없는 듯 가만하다'의 뜻이 더 있고, '얇다'에는 '층을 이루는 사물의 높이나 집단의 규모가 보통의 정도에 미치지 못하다', '빤히 들여다보일 만큼 속이 좁다'의 뜻이 더 있어 의미 차이를 보입니다."
52,'열한째' 쓰임,"'첫째', '둘째' 할 때 열한 번째 수를 '열한째'로 세는 것이 맞나요?","'첫째', '둘째', '열두째'처럼 수사, 수관형사로서 '순서가 열한 번째가 되는 수 또는 그런 수의'라는 뜻을 나타내는 말은 '열한째'가 맞습니다. 참고로 '맨 앞에서부터 세어 모두 몇 개가 됨'을 이르는 명사는 '하나째', '둘째', '열하나째', '열둘째'가 맞습니다."
53,동음어 '연패'의 차이,스포츠 경기를 보다가 궁금해서 문의드려요. '6연패'를 '여섯 번 연속 이긴 거'라고 하는데 저는 '6연패'라고 하면 '여섯 번 진 걸'로 생각하게 되거든요. 어느 것이 맞는 뜻인지요?,말씀하신 단어는 동음어로 서로 다른 단어입니다. '운동 경기 따위에서 연달아 우승함'을 뜻하는 말은 '연패02('連?)'이고? '싸움이나 경기에서 계속하여 짐'을 뜻하는 말은 '연패01(連敗)'입니다.
54,날짜의 띄어쓰기,'2002년 3월 2일'은 어떻게 띄어 쓰나요?,"'2002 년 3 월 2 일'로 띄어 쓰는 것이 원칙이나 '2002년 3월 2일'로 붙여 쓰는 것도 허용됩니다. 한글맞춤법 제43항에 따르면 수와 단위는 띄어 쓰는 것이 원칙이나, 순서를 나타내거나 아라비아숫자와 어울리어 쓰이는 경우에는 붙여 쓸 수도 있습니다."
55,"'연월일', '연 월 일'의 띄어쓰기","'몇 년, 몇 월, 며칠을 말하는 '연', '월', '일'을 함께 쓸 때 띄어쓰기를 어떻게 해야 하나요?","'연월일'로 붙여 씁니다. '해와 달과 날을 아울러 이르는 말'인 '연월일'은 한 단어로 굳어져 '제조 연월일', '출생 연월일을 기록하다'와 같이 붙여 적습니다."
56,"'엿못가', '연못 가'의 띄어쓰기",'연못가'와 '연못 가' 중 어느 것이 바른 표기인가요?,"'연못가'로 붙여 쓰는 것이 바른 표기입니다. '연못가'는 ‘연못의 가장자리’를 뜻하는 합성어로 사전에 올라 있습니다만 사전의 등재 여부와 상관없이 일부 명사 뒤에 붙어 ‘주변’의 뜻을 나타내는 '가'는 '마당가', '집가'처럼 앞말에 붙여 씁니다."
57,"'연둣빛', '연두'의 차이",'연둣빛'이나 '연두'를 다 쓸 수 있는지요? 그리고 비슷한 뜻으로 볼 수 있는지요?,"'연둣빛'과 '연두' 모두 같은 뜻으로 쓸 수 있는 단어입니다. '연둣빛'은 '완두콩 빛깔과 같이 연한 초록빛'을 뜻하는 말이고, '연두'는 '연둣빛'의 동의어입니다."
58,"'여자애', '여자 애'의 띄어쓰기","'여자애들', '여자 애들'의 띄어쓰기는 어떻게 해야 하나요?",'여자애들'로 붙여 씁니다. '여자애'는 '여자아이'의 준말로 붙여 쓰고 '-들'은 복수의 뜻을 더하는 접미사이므로 앞말에 붙여 씁니다.
59,'여유를 가지다'의 표현,'여유를 가지다'라고 표현하는 것이 가능한가요?,"'여유를 가지다'는 쓸 수 있는 표현입니다. '여유'는 '느긋하고 차분하게 생각하거나 행동하는 마음의 상태'를 뜻하는 말로서 '생각, 태도, 사상 따위를 마음에 품다'라는 뜻을 나타내는 ‘가지다’와 어울려 ‘여유를 가지다’처럼 쓸 수 있습니다."
60,'여 년간'과 '년여간'의 띄어쓰기,"'10여년간의 교제', '1년여간'의 적절한 띄어쓰기는 무엇이고 그 이유는 무엇인가요?","'10여 년간의 교제', '1 년[1년]여간'과 같이 띄어 쓰는 것이 맞습니다. '-여'는 '그 수를 넘음'의 뜻을 더하는 접미사이고 '-간'은 '동안'의 뜻을 더하는 접미사라 모두 앞말에 붙여 적습니다. '년'은 해를 세는 단위를 뜻하는 의존 명사라 앞말과 띄어 쓰는 것이 원칙이지만, 아라비아 숫자 바로 뒤에는 붙여 쓸 수도 있습니다."
61,'옛이응'의 표준 발음,'옛이응'의 표준 발음은 무엇인가요?,"'옛이응'의 표준 발음은 [옌ː니응]입니다. 음절의 끝소리 규칙으로 실질형태소 '이응' 앞의 'ㅅ'이 'ㄷ'이 되고, 그 'ㄷ'과 '이' 사이에서 'ㄴ'의 첨가가 일어난 후, 그 'ㄴ'에 'ㄷ'이 동화되어 [옌ː니응]으로 발음됩니다."
62,'엘리베이터'의 순화,'엘리베이터'를 다른 말로 어떻게 바꾸면 좋을까요?,'엘리베이터'는 '승강기'로 바꾸어 쓸 수 있습니다. 영어 외래어 '엘리베이터'는 ‘승강기’로 다듬어졌습니다.
63,'엑기스'의 순화어,"광고 등을 보면, '홍삼 엑기스'와 같은 단어가 많이 쓰이는데요, '엑기스'는 일본에서 들어온 말이라고 알고 있는데, 어떻게 순화해서 쓰면 좋을까요?","'홍삼 엑기스'의 '엑기스'는 '농축액'으로 다듬어 쓸 수 있습니다. '엑기스'는 'extract'에서 비롯된 일본식 외래어로서 표준어가 아니며 '진액', '농축액'으로 다듬어졌으므로, '진액'이나 '농축액'으로 다듬어 쓰면 되겠습니다"
64,'에서'와 '부터'의 차이,"'에서'와 '부터'가 둘 다 공간적 출발점을 뜻하는 경우도 있는 듯한데 ""집에서 10시에 출발합니다."", ""여기부터 학교 부지에 포함됩니다.""와 같은 문장에서 서로 대체하면 어색합니다. 그 차이가 무엇인가요?","""집에서 10시에 출발합니다.""에 쓰인 ‘에서’는 앞말이 출발점의 뜻을 갖는 부사어임을 나타내는 격조사이고, ""여기부터 학교 부지에 포함됩니다.""에 쓰인 ‘부터’는 범위의 시작임을 나타내는 보조사라 그 쓰임이 다릅니다."
65,'주격조사 '에서'와 '는'의 쓰임,"단체가 주어로 사용되려면 '에서'라는 조사가 사용되어야 한다고 하는데, 그럼 ""환경부는 지난달 현지 조사 때 뒤늦게 이 사실을 알았다.""처럼 '에서'가 없는 '는'을 사용하는 것은 틀린 문장인가요?","""환경부는 지난달 현지 조사 때 뒤늦게 이 사실을 알았다.""처럼 사용할 수 있습니다. '환경부'는 단체이므로 주격을 나타내는 경우에는 단체를 나타내는 명사 뒤에 붙어 앞말이 주어임을 나타내는 격조사 '에서'가 주로 붙습니다만, 경우에 따라 '가'를 붙일 수 있고 '대조', '화제', '강조'의 뜻을 나타내고자 한다면 '가' 대신 보조사 '는'을 붙일 수도 있습니다. '에서'가 붙은 경우라면 '에서는'이 되어야 하겠지만, '가'가 붙은 경우라면 '는'이 될 수도 있는 것입니다."
66,'주격조사 '가'와 '에서'의 쓰임,"""우리 학교에서 우승했다.""와 같이 단체가 주어일 때에는 '에서'를 쓰는 것이 맞는다고 하는데, ""우리 학교가 우승했다.""와 같이 주격 조사 '가'를 쓰면 틀리는 것인가요?","""우리 학교가 우승했다.""로도 쓸 수 있습니다. '가'는 받침 없는 체언 뒤에 붙어 주격을 나타내는 격조사이므로 '우리 학교' 뒤에도 붙을 수 있습니다. 특히 '우승하다'는 '...에서'를 필수 부사어로 가지므로 단체 주격 '에서'와 부사격 '에서'가 겹치는 것을 피해 ""우리 학교가 전국 대회에서 우승했다.""와 같이 많이 씁니다."
67,"'이 땅 위의', '이 땅 위에'의 표현",'이 땅 위{에/의} 자존심 한우'에서 어떤 표현이 맞나요?,"'이 땅 위의 자존심 한우'와 같이 '의'를 쓰는 것이 맞습니다. 제시하신 표현에서 '이 땅 위'는 뒤에 놓인 명사 '자존심'을 꾸미는 관형어가 되므로, 관형격 조사 '의'를 붙여 '이 땅 위의 자존심 한우'와 같이 표현하는 것이 적절합니다. 관형격 조사 '의'가 [의]로도 발음되지만 [에]로도 발음되어 부사격 조사 '에'와 혼동이 있으나 뒷말과의 관계를 고려하여 관형격 '의'인지 부사격 '에'인지 구별해서 적어야 합니다."
68,"'반에게', '폭격기에게'의 표현","""제일 잘한 반에게 상을 주겠다."", ""그는 자신이 이끄는 급강하 폭격기에게 즉시 공격하라고 지시했다.""처럼 주로 사람 뒤에 붙는 조사 '에게'를 사물이나 집단에도 사용할 수 있나요?","""제일 잘한 반에 상을 주겠다."", ""그는 자신이 이끄는 급강하 폭격기에 즉시 공격하라고 지시했다.""처럼 사물이나 집단과 같은 무정물 뒤에는 '에게'가 아닌 '에'를 쓰는 것이 적절합니다. 어떤 행동이 미치는 대상을 나타낼 때 '에게'나 '에'를 쓸 수 있는데 '에게'는 “친구들에게 합격 사실을 알리다.""와 같이 유정 명사 뒤에 붙이고, '에'는 “나는 화분에 물을 주었다."", ""학부모가 급식 문제로 학교에 항의했다.""와 같이 사물이나 집단 같은 무정 명사 뒤에 붙이는 것이 일반적입니다."
69,'엎드려서'와 '엎드려'의 차이,'{엎드려/엎드려서} 공부했다'에서 뭐가 맞는 말인가요?,"'엎드려', '엎드려서' 둘 다 맞는 말입니다. 각각 '엎드리다'의 어간에 연결어미 '-어'와 '-어서'가 결합한 말인데, 어미 '-어'와 '-어서'는 둘 다 '방법'의 뜻을 나타내므로 공부하는 방법을 나타내는 맥락에서는 둘 다 쓸 수 있습니다."
70,"'-으면 종겠다', '-었으면 좋겠다'의 표현","""대한민국 국민이 모두 행복했으면 좋겠습니다.""가 맞는 표현인가요? 미래에 일어날 일에 대한 기대나 소망, 바람을 표현하려면 ""대한민국 국민이 모두 행복하면 좋겠습니다.""라고 해야 하지 않나요?","""대한민국 국민이 모두 행복했으면 좋겠습니다.""는 맞는 표현입니다. ""표준국어대사전""에 따르면 '-으면'은 주로 '-었-' 뒤에 붙어 현실과 다른 사실을 가정하여 현실이 그렇게 되기를 희망하거나 그렇지 않음을 애석해하는 뜻을 나타냅니다."
71,'없어'의 로마자 표기,"'없어'는 로마자로 'eopseo'로 적나요, 아니면 'eopsseo'로 적나요?","'eopseo'로 적습니다. 국어의 로마자 표기는 국어의 표준 발음법에 따라 적는 것을 원칙으로 합니다만, 된소리되기는 표기에 반영하지 않습니다. 따라서 '없어'는 [업써]로 소리 나지만 'eopseo'로 적어야 합니다."
72,'엄청'의 쓰임,"""기분이 엄청 좋다.""라는 문장이 비문이라고 하는데 왜 그런지요?","비문까지는 아니지만 의미적으로 좀 부자연스럽습니다. ""기분이 엄청 좋다.""의 ‘엄청’은 '양이나 정도가 아주 지나친 상태'를 뜻하고, 뜻풀이에 포함된 ‘지나치다’가 ""일정한 한도를 넘어 정도가 심하다.""라는 뜻을 나타내므로 그 의미상 긍정적인 맥락에는 어울리지 않습니다. 따라서 '엄청'을 ‘보통 정도보다 훨씬 더’의 뜻을 나타내는 ‘매우’ 또는 '보통 정도보다 훨씬 더 넘어선 상태로'의 뜻을 나타내는 ‘아주’로 바꾸어 ""기분이 매우 좋다.""나 ""기분이 아주 좋다.""로 쓰는 것이 좋습니다. 다만, 그동안 긍정적인 맥락에서 어울리지 않는 표현으로 여겨 왔던 '너무'의 쓰임을 긍정적인 맥락까지 확대해 쓸 수 있도록 뜻풀이를 조정한 바 있으므로 '엄청'의 쓰임 또한 그러한 맥락에서 이해해야 할 듯합니다."
73,'울다'의 명사형,국어에는 명사형을 만드는 어미로 ‘-음’과 ‘-ㅁ’이 있는데 받침이 있을 때는 ‘-음’이 결합하고 받침이 없거나 ‘ㄹ’ 받침일 때는 ‘-ㅁ’이 결합한다고 하는데 '울다'는 어떻게 되는지요?,"'울다'의 명사형은 '욺'입니다. '울다'는 어간이 'ㄹ' 받침으로 끝났으므로 '-ㅁ'이 결합해 '욺'이 됩니다. 참고로 '울다', '얼다'의 파생명사 '울음'(울음이 터졌다), ‘얼음’(얼음을 넣다)은 역사적으로 ‘얼-+-음’, '울-+-움’에서 온 것이라 용언의 명사형 '욺'(아기가 욺.), '얾'(강이 얾.)과 다릅니다."
74,'언제부터인가'와 '언젠가부터'의 표현,"""{언제부터인가/언젠가부터} 나를 미행하는 듯하다.' 중에 어떤 것이 옳은 가요?","둘 다 맞습니다. '언제부터인가'는 '언제부터'에 대한 의문을 나타내고, '언젠가부터'는 '언제'에 대한 의문을 나타낸 말에 '부터'가 붙은 말이라 어감의 차이는 있으나, 제시된 맥락에서는 ‘언제부터인가’와 ‘언젠가부터’를 모두 쓸 수 있습니다."
75,"'어줍잖다', '어쭙잖다'의 표기",'어쭙잖다'와 '어줍잖다' 중 어느 것이 바른 표기인가요?,"'어쭙잖다'가 바른 표기입니다. '비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다.' 혹은 '아주 서투르고 어설프다. 또는 아주 시시하고 보잘것없다.'의 뜻을 나타내는 말은 '어쭙잖다'이고, '어줍잖다'는 '어쭙잖다'의 잘못된 표기입니다. '말이나 행동이 익숙지 않아 서투르고 어설프다', '어쩔 줄을 몰라 겸연쩍거나 어색하다'를 뜻하는 '어줍다'와는 의미적으로 멀어졌다고 보고 변한 소리대로 적는 것입니다."
76,-어도'와?'-더라도'의?차이,가정이나 양보를 나타내는 '-아도/-어도'와 -더라도'의 차이는 무엇인가요?,"‘-더라도’와 ‘-어도’는 가정이나 양보의 뜻을 나타내는 연결 어미라는 점에서 같습니다만 ‘-더라도’가 ‘-어도’보다 뜻이 강하다는 차이가 있습니다. 그리고 '-어도'가 붙을 때에는 뒤 절의 시제에 제약이 없는데(그 사람은 슬퍼도 울지 {않았다/않는다/않을 것이다}.), '-더라도'가 붙을 때에는 과거 시제가 자연스럽지 않습니다(그 사람은 슬프더라도 울지 {않을 것이다/않는다/*않았다}. )"
77,'도와 달라'의 띄어쓰기,"'도와주다'는 합성어인데, 이를 요청형으로 '도와 달라'로 표현한다면 띄어쓰기는 어떻게 해야 하는가?","'도와주다'는 한 단어로 굳어져 붙여 쓰지만 이들의 요청형인 '도와 달라'는 구라 원칙적으로 띄어 씁니다. 다만, ‘도와 달라’의 ‘달다’는 동사 뒤에서 주로 '-어 달라', '-어 다오' 구성으로 쓰여 말하는 이가 듣는 이에게 앞말이 뜻하는 행동을 해 줄 것을 요구하는 뜻을 나타내는 보조 용언이므로 '도와달라'로 붙여 쓰는 것도 허용합니다."
78,"'-어 놓다', '-어 두다' 차이",'-어 놓다'와 '-어 두다'의 차이는 무엇인가?,"'문을 열어 {놓다/두다}', '모자를 벗어 {놓다/두다}'처럼 별 차이 없이 쓰입니다. 여기서 ‘놓다’와 '두다'는 보조 동사로서 앞말이 뜻하는 행동을 끝내고 그 결과를 유지함을 나타낸다는 점에서 같습니다. 다만, 그 행동이 어떤 다른 일에 미리 대비하기 위한 것임을 보일 때에는 ""밥 먹을 시간이 없을 것 같아 지금 많이 먹어 둔다."", ""내일 강행군을 해야 하니 푹 쉬어 두어라.""처럼 주로 '두다'가 쓰인다는 차이가 있습니다."
